Q01respondent_id;Q03date_created;Q06semanadoano;Q09semanadoprojeto;Q11Profissao;Q13Estado;Q14Sexo;Q15Idade;Q16Escolaridade;Q17Renda;Q18PossuiSeguroNenhuma das anteriores;Q18PossuiSeguroSeguro de vida;Q18PossuiSeguroSeguro de automóvel;Q18PossuiSeguroSeguro residencial;Q18PossuiSeguroSeguro de saúde;Q18PossuiSeguroSeguro de bens duráveis (ex: eletrônicos);Q18PossuiSeguroOutros;Q19ContratouSeguroSeguro de vida;Q19ContratouSeguroSeguro de automóvel;Q19ContratouSeguroSeguro residencial;Q19ContratouSeguroSeguro de saúde;Q19ContratouSeguroSeguro de bens duráveis (ex: eletrônicos);Q19ContratouSeguroOutros;Q20PretendeRenovar;Q21PretendeContratar;Q22ContratarSeguroNenhuma das anteriores;Q22ContratarSeguroSeguro de vida;Q22ContratarSeguroSeguro de automóvel;Q22ContratarSeguroSeguro residencial;Q22ContratarSeguroSeguro de saúde;Q22ContratarSeguroSeguro de bens duráveis (ex: eletrônicos);Q22ContratarSeguroOutros;Q23AtitudeGeralSeguroImportancia;Q23AtitudeGeralSeguroPrioridadeOrcamento;Q23AtitudeGeralSeguroSubstituiEntretenimento;Q24OrdenarSeguroSeguro de vida;Q24OrdenarSeguroSeguro de automóvel;Q24OrdenarSeguroSeguro residencial;Q24OrdenarSeguroSeguro de saúde;Q24OrdenarSeguroSeguro de bens duráveis (ex: eletrônicos);Q25UsoInternet1;Q25UsoInternet2;Q25UsoInternet3;Q25UsoInternet4;Q26Transacoes1;Q26Transacoes2;Q26Transacoes3;Q26Transacoes4;Q26Transacoes5;Q26Transacoes6;Q27Antenado1;Q27Antenado2;Q27Antenado3;Q27Antenado4;Q31AWNenhuma das anteriores;Q31AWMarca01;Q31AWMarca02;Q31AWMarca03;Q31AWMarca04;Q31AWMarca05;Q31AWMarca06;Q31AWMarca07;Q32KNNenhuma das anteriores;Q32KNMarca01;Q32KNMarca02;Q32KNMarca03;Q32KNMarca04;Q32KNMarca05;Q32KNMarca06;Q32KNMarca07;Q33LINenhuma das anteriores;Q33LIMarca01;Q33LIMarca02;Q33LIMarca03;Q33LIMarca04;Q33LIMarca05;Q33LIMarca06;Q33LIMarca07;Q34CONenhuma das anteriores;Q34COMarca01;Q34COMarca02;Q34COMarca03;Q34COMarca04;Q34COMarca05;Q34COMarca06;Q34COMarca07;Q35Preferencia;Q36CLNenhuma das anteriores;Q36CLMarca01;Q36CLMarca02;Q36CLMarca03;Q36CLMarca04;Q36CLMarca05;Q36CLMarca06;Q36CLMarca07;Q37ContratouPrimeiraVez;Q39ContratouPrimeiraVezSeguro de vida;Q39ContratouPrimeiraVezSeguro de automóvel;Q39ContratouPrimeiraVezSeguro residencial;Q39ContratouPrimeiraVezSeguro de saúde;Q39ContratouPrimeiraVezSeguro de bens duráveis (ex: eletrônicos);Q39ContratouPrimeiraVezOutros;Q40AvaliouMarca01;Q41AvaliouMarca02;Q42AvaliouMarca03;Q43AvaliouMarca04;Q44AvaliouMarca05;Q45AvaliouMarca06;Q46AvaliouMarca07;Q47Credibilidade1;Q47Credibilidade2;Q47Credibilidade3;Q48Diversao1;Q48Diversao2;Q48Diversao3;Q49Audacia1;Q49Audacia2;Q49Audacia3;Q50Sofisticacao1;Q50Sofisticacao2;Q50Sofisticacao3;Q51Sensibilidade1;Q51Sensibilidade2;Q51Sensibilidade3;Q52AltaClasse1;Q52AltaClasse2;Q52AltaClasse3;Q52AltaClasse4;Q52AltaClasse5;Q53Acessibilidade1;Q53Acessibilidade2;Q53Acessibilidade3;Q54Lideranca1;Q54Lideranca2;Q54Lideranca3;Q54Lideranca4;Q55Descolada1;Q55Descolada2;Q55Descolada3;Q56Variedade1;Q56Variedade2;Q56Variedade3;Q56Variedade4;Q56Variedade5;Q57ServicoHumanizado1;Q57ServicoHumanizado2;Q57ServicoHumanizado3;Q57ServicoHumanizado4;Q57ServicoHumanizado5;Q57ServicoHumanizado6;Q58Qualidade1;Q58Qualidade2;Q58Qualidade3;Q58Qualidade4;Q59Atratividade1;Q59Atratividade2;Q60ResponsabilidadeSocioAmbiental1;Q60ResponsabilidadeSocioAmbiental2;Q60ResponsabilidadeSocioAmbiental3;Q61Autenticidade1;Q61Autenticidade2;Q61Autenticidade3;Q61Autenticidade4;Q61Autenticidade5;Q61Autenticidade6;Q61Autenticidade7;Q61Tecnologica;Q62Beneficios1;Q62Beneficios2;Q62Beneficios3;Q63Dinamismo1;Q63Dinamismo2;Q63Dinamismo3;Q64CuidadoHumano1;Q64CuidadoHumano2;Q64CuidadoHumano3;Q65QualidadeServico1;Q65QualidadeServico2;Q65QualidadeServico3;Q66CustoBeneficio1;Q66CustoBeneficio2;Q66CustoBeneficio3;Q67Diversidade1;Q68Risco1;Q68Risco2;Q68Risco3;Q69Satisfacao1;Q69Satisfacao2;Q69Satisfacao3;Q69Satisfacao4;Q70Lealdade1;Q70Lealdade2;Q70Lealdade3;Q71IntencaoCompra1;Q71IntencaoCompra2;Q71IntencaoCompra3;Q72Recomendacao1;Q72Recomendacao2;Q72Recomendacao3;Q73BrandEquity1;Q73BrandEquity2;Q73BrandEquity3;Q73BrandEquity4;Q73BrandEquity5;Q74PagarMais1;Q74PagarMais2;Q74PagarMais3;Q75Identificacao1;Q75Identificacao2;Q75Identificacao3
12691773331;44342.88832175926;Semana 22;Semana 68;Outro (especifique);Santa Catarina;Masculino;31 anos;Ensino superior (completo);Entre R$ 7.053,00 e R$ 15.071,00;;Seguro de vida;Seguro de automóvel;Seguro residencial;Seguro de saúde;;;Eu mesmo contratei este seguro;Eu mesmo contratei este seguro;Eu mesmo contratei este seguro;Recebi este seguro como benefício da empresa onde eu trabalho;;;Sim;;;;;;;;;10;10;0;2;4;3;1;5;7;7;9;4;7;3;7;10;9;2;9;10;9;9;;;Marca02;Marca03;Marca04;;Marca06;Marca07;;;Marca02;;;;;Marca07;;;;;;;;Marca07;;;;;;;;Marca07;Marca07;Nenhuma das anteriores;;;;;;;;;;;;;;;;Marca02;;;;;;9;9;9;6;6;7;6;6;8;9;8;9;7;7;7;9;8;9;9;6;7;7;7;6;9;8;9;6;6;6;7;8;7;7;8;8;5;8;9;8;9;9;7;7;6;7;9;7;6;8;8;7;9;8;8;9;7;8;9;7;8;7;7;6;8;9;8;7;9;7;8;6;8;8;7;7;6;;;;;;;;5;7;6;5;5;7;8;8;3;7;9;4;4;2;3;4;2
12691700671;44342.865891203706;Semana 22;Semana 68;Administração/Contabilidade;Santa Catarina;Feminino;30 anos;Ensino superior (incompleto);Entre R$ 3.778,50 e R$ 7.053,00;;Seguro de vida;;;;;;Eu mesmo contratei este seguro;;;;;;Sim;;;;;;;;;8;4;3;4;3;2;1;5;8;9;10;9;6;0;7;7;9;8;8;10;9;10;;Marca01;Marca02;;Marca04;Marca05;;Marca07;;;Marca02;;Marca04;Marca05;;;Nenhuma das anteriores;;;;;;;;;;;;;;;;;;;;;Marca04;;;;Outro (especifique);Seguro de vida;;;;;;Marca01;;;;;;;9;8;10;9;9;9;10;10;9;8;9;9;0;8;0;2;3;2;6;0;9;10;10;6;3;5;1;10;10;10;10;10;9;8;10;8;9;9;8;9;10;9;9;8;9;10;10;4;6;5;6;9;9;8;5;5;8;10;9;9;7;9;8;9;10;9;9;4;9;7;9;10;9;9;7;6;8;;;;;;;;0;9;9;6;4;7;3;6;7;8;8;8;5;9;3;9;1
12691483914;44342.802395833336;Semana 22;Semana 68;Outro (especifique);Rio de Janeiro;Feminino;26 anos;Pós-graduação (completo);Entre R$ 3.778,50 e R$ 7.053,00;;Seguro de vida;Seguro de automóvel;Seguro residencial;Seguro de saúde;;;Eu mesmo contratei este seguro;Eu mesmo contratei este seguro;Eu mesmo contratei este seguro;Eu mesmo contratei este seguro;;;Sim;;;;;;;;;10;10;0;4;2;3;1;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;;Marca01;Marca02;Marca03;Marca04;;;;;;;Marca03;Marca04;;;;;;;Marca03;Marca04;;;;;;;Marca03;;;;;Marca03;;;;;Marca04;;;;Marca03;Seguro de vida;Seguro de automóvel;;Seguro de saúde;;;Marca01;;;;;;;10;10;10;10;10;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
12691102954;44342.69803240741;Semana 22;Semana 68;Indústria Automobilística;Amazonas;Feminino;24 anos;Ensino superior (completo);Entre R$ 3.778,50 e R$ 7.053,00;;Seguro de vida;Seguro de automóvel;;Seguro de saúde;Seguro de bens duráveis (ex: eletrônicos);;Recebi este seguro como benefício da empresa onde eu trabalho;Eu mesmo contratei este seguro;;Recebi este seguro como benefício da empresa onde eu trabalho;Eu mesmo contratei este seguro;;Sim;;;;;;;;;9;5;9;1;4;3;2;5;8;6;8;8;7;6;8;6;4;2;8;10;7;8;;;Marca02;Marca03;Marca04;;Marca06;;;;Marca02;Marca03;Marca04;;;;;;Marca02;;;;;;;;Marca02;;;;;;Marca02;;;;;Marca04;;;;Marca02;;Seguro de automóvel;;;;;;;;;;Marca06;;6;6;7;6;7;7;7;8;6;7;7;7;7;5;7;6;7;7;8;4;6;7;4;8;7;8;9;4;6;5;9;6;3;5;5;6;7;6;6;5;7;6;8;6;5;7;8;6;7;7;6;8;7;7;7;5;7;5;6;7;9;7;7;6;7;7;6;8;6;8;6;6;7;5;7;8;3;;;;;;;;3;4;4;7;6;3;6;6;3;5;5;8;5;9;6;7;7
12688909707;44342.15225694444;Semana 22;Semana 68;Arquitetura/Design;São Paulo;Masculino;29 anos;Ensino superior (incompleto);Entre R$ 3.778,50 e R$ 7.053,00;Nenhuma das anteriores;;;;;;;;;;;;;;Sim;;;Seguro de automóvel;Seguro residencial;Seguro de saúde;;;10;10;0;2;3;4;1;5;10;10;10;10;9;7;10;7;10;7;10;10;10;10;;;Marca02;Marca03;Marca04;;Marca06;Marca07;;;Marca02;Marca03;Marca04;;Marca06;Marca07;;;Marca02;Marca03;Marca04;;Marca06;Marca07;;;Marca02;Marca03;Marca04;;;;Marca04;;;;;;;;;Marca04;;;;Seguro de saúde;;;;;;Marca04;;;;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;10;0;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
12688714742;44342.056493055556;Semana 22;Semana 68;Indústria Alimentícia;São Paulo;Masculino;25 anos;Ensino superior (completo);Entre R$ 3.778,50 e R$ 7.053,00;;Seguro de vida;Seguro de automóvel;Seguro residencial;Seguro de saúde;Seguro de bens duráveis (ex: eletrônicos);;Eu mesmo contratei este seguro;Eu mesmo contratei este seguro;Eu mesmo contratei este seguro;Recebi este seguro como benefício da empresa onde eu trabalho;Eu mesmo contratei este seguro;;Sim;;;;;;;;;10;10;0;4;3;1;2;5;10;10;10;10;10;8;10;10;10;10;10;10;10;10;;Marca01;Marca02;Marca03;Marca04;Marca05;Marca06;Marca07;;Marca01;Marca02;Marca03;Marca04;Marca05;Marca06;Marca07;;Marca01;Marca02;Marca03;Marca04;;Marca06;;;Marca01;Marca02;Marca03;Marca04;;Marca06;;Marca06;;;;Marca03;Marca04;Marca05;Marca06;;Marca06;Seguro de vida;;;;;;Marca01;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
12688405242;44341.91494212963;Semana 22;Semana 68;Saúde;Amapá;Masculino;22 anos;Ensino superior (completo);Entre R$ 7.053,00 e R$ 15.071,00;;Seguro de vida;Seguro de automóvel;;;;;Recebi este seguro como benefício da empresa onde eu trabalho;Eu mesmo contratei este seguro;;;;;Sim;;;;;;;;;6;7;4;1;4;3;2;5;7;4;5;6;8;5;8;3;8;6;5;6;6;6;;;Marca02;;Marca04;;;;;;;;Marca04;;;;;;;;Marca04;;;;;;;;Marca04;;;;Marca04;;;Marca02;;Marca04;;;;Marca04;;Seguro de automóvel;;;;;;;;Marca04;;;;7;6;6;7;6;6;7;6;6;6;5;8;5;6;6;6;6;7;7;7;6;6;5;6;7;8;7;5;5;6;6;8;6;6;7;7;5;6;6;5;6;6;7;6;7;8;7;6;6;7;5;5;7;6;8;6;6;6;6;6;7;6;6;7;5;5;6;5;6;6;5;6;6;6;7;6;6;7.0;6.0;6.0;6.0;6.0;6.0;7.0;6;6;5;5;6;6;6;6;6;4;6;6;7;6;7;6;6
12688395834;44341.91107638889;Semana 22;Semana 68;Outro (especifique);Rio de Janeiro;Masculino;18 anos;Ensino médio (completo);Entre R$ 7.053,00 e R$ 15.071,00;Nenhuma das anteriores;;;;;;;;;;;;;;Sim;;;Seguro de automóvel;;;;;7;5;5;1;4;3;2;5;7;7;7;7;5;6;5;7;5;3;7;8;7;9;;Marca01;;Marca03;Marca04;;;;Nenhuma das anteriores;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nenhuma das anteriores;;;;;;;Marca01;;;;;;;7;8;8;6;6;6;8;10;8;5;8;5;5;5;5;3;7;7;5;3;8;9;9;6;5;7;3;8;7;8;8;9;7;6;9;7;5;7;8;8;7;8;9;6;6;8;8;5;6;8;6;9;8;9;8;8;7;9;8;8;9;7;6;7;8;7;7;6;7;6;8;8;10;8;7;7;7;;;;;;;;6;7;7;6;6;7;5;5;5;6;6;4;4;4;8;8;5
12688307841;44341.87898148148;Semana 22;Semana 68;Outro (especifique);Tocantins;Masculino;45 anos;Pós-graduação (completo);Entre R$ 3.778,50 e R$ 7.053,00;;;Seguro de automóvel;;;;;;Eu mesmo contratei este seguro;;;;;Sim;;;;;;;;;8;7;5;3;2;4;1;5;6;4;5;5;8;4;1;1;3;1;7;7;7;8;;;Marca02;Marca03;Marca04;;;;;;;Marca03;;;;;;;;Marca03;;;;;;;;Marca03;;;;;Marca03;Nenhuma das anteriores;;;;;;;;;;;;;;;;;;Marca04;;;;6;6;6;5;5;5;6;5;6;5;5;5;5;6;5;7;6;6;5;6;7;5;5;5;6;5;6;5;5;6;5;5;5;5;5;6;5;5;6;6;6;6;5;5;5;5;6;5;5;5;5;5;6;5;5;5;5;6;5;6;5;5;5;5;5;6;5;5;6;5;6;5;5;6;5;5;5;;;;;;;;5;5;5;5;5;5;6;4;5;5;6;5;3;3;5;5;5
12688187610;44341.84162037037;Semana 22;Semana 68;Saúde;Paraná;Feminino;34 anos;Pós-graduação (incompleto);Entre R$ 7.053,00 e R$ 15.071,00;;Seguro de vida;Seguro de automóvel;Seguro residencial;Seguro de saúde;;;Eu mesmo contratei este seguro;Eu mesmo contratei este seguro;Eu mesmo contratei este seguro;Eu mesmo contratei este seguro;;;Sim;;;;;;;;;10;10;5;3;2;4;1;5;10;10;10;10;10;8;8;10;10;0;10;10;10;10;;Marca01;Marca02;Marca03;Marca04;Marca05;Marca06;Marca07;;;;Marca03;;;;;;;;Marca03;;;;;;;;Marca03;;;;;Marca03;;;;Marca03;Marca04;;;;Marca04;Seguro de vida;;;;;;Marca01;;;;;;;8;8;8;10;10;10;10;10;10;10;8;10;6;6;7;8;10;8;10;8;10;10;7;8;6;8;6;10;10;10;10;10;10;10;10;8;9;10;10;8;9;10;10;7;5;10;10;8;7;7;8;10;10;7;5;7;8;10;9;9;7;8;7;7;10;9;10;9;10;10;7;9;9;10;10;8;10;;;;;;;;5;6;5;5;5;5;10;5;5;8;10;0;0;0;5;5;5
12688101973;44341.81623842593;Semana 22;Semana 68;Outro (especifique);Piauí;Feminino;34 anos;Ensino superior (completo);Entre R$ 3.778,50 e R$ 7.053,00;;Seguro de vida;;;Seguro de saúde;;;Eu mesmo contratei este seguro;;;Eu mesmo contratei este seguro;;;Sim;;;;;;;;;10;10;0;2;3;4;1;5;9;9;9;9;10;9;9;4;7;2;10;10;10;10;;;Marca02;Marca03;Marca04;;;;;;;Marca03;;;;;;;;Marca03;;;;;;;;Marca03;;;;;Marca03;Nenhuma das anteriores;;;;;;;;;;;;;;;;Marca02;;;;;;7;7;8;7;7;7;7;8;7;8;8;7;7;7;7;7;7;8;8;9;7;7;9;7;8;7;8;7;8;8;7;7;7;7;8;8;7;8;8;8;8;7;7;7;7;7;8;9;8;8;8;7;8;7;8;7;7;8;8;7;7;7;7;7;7;8;8;7;8;7;8;7;7;9;8;8;8;;;;;;;;7;8;7;7;7;8;7;7;6;6;7;7;6;7;8;7;7
12687927220;44341.76204861111;Semana 22;Semana 68;Restaurantes;Espírito Santo;Feminino;40 anos;Ensino superior (incompleto);Entre R$ 3.778,50 e R$ 7.053,00;Nenhuma das anteriores;;;;;;;;;;;;;;Sim;;;Seguro de automóvel;;Seguro de saúde;;;10;8;8;2;3;4;1;5;5;3;6;3;1;4;1;1;4;10;6;9;6;9;;;Marca02;Marca03;Marca04;;Marca06;;;;Marca02;Marca03;Marca04;;Marca06;;;;Marca02;;;;Marca06;;;;Marca02;;;;;;Marca02;;;;;;;;;Nenhuma das anteriores;;;;;;;;;;;;Marca06;;9;9;10;8;8;7;9;9;8;8;9;5;5;7;5;9;9;9;7;7;9;9;5;7;9;5;5;8;9;9;9;10;10;8;8;7;7;7;10;8;9;8;8;8;7;9;10;6;8;7;7;9;6;7;8;7;7;10;9;9;7;9;6;7;7;8;6;9;9;6;4;4;9;9;1;1;1;;;;;;;;5;6;8;6;6;9;6;8;5;6;10;5;5;3;2;1;2
12687878966;44341.748391203706;Semana 22;Semana 68;Outro (especifique);Rio de Janeiro;Masculino;35 anos;Ensino médio (completo);Entre R$ 7.053,00 e R$ 15.071,00;Nenhuma das anteriores;;;;;;;;;;;;;;Sim;;;Seguro de automóvel;;;;;5;10;0;2;5;4;3;1;6;6;6;6;6;6;6;6;6;6;4;4;6;5;;;;;;;Marca06;;;;;;;;Marca06;;;;;;;;Marca06;;;;;;;;Marca06;;Marca06;;;;;;;;;Marca06;;;Seguro residencial;Seguro de saúde;;;;;;;;Marca06;;3;3;3;3;3;4;3;3;3;5;5;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;;;;;;;;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
12687813437;44341.73065972222;Semana 22;Semana 68;Administração/Contabilidade;Rio de Janeiro;Masculino;36 anos;Pós-graduação (completo);Entre R$ 3.778,50 e R$ 7.053,00;;Seguro de vida;;Seguro residencial;Seguro de saúde;Seguro de bens duráveis (ex: eletrônicos);;Recebi este seguro como benefício da empresa onde eu trabalho;;Eu mesmo contratei este seguro;Eu mesmo contratei este seguro;Eu mesmo contratei este seguro;;Sim;;;;;;;;;10;6;9;2;4;3;1;5;10;9;9;9;9;7;7;6;10;5;10;10;10;10;;;Marca02;Marca03;Marca04;;;;;;Marca02;Marca03;Marca04;;;;;;Marca02;;;;;;;;Marca02;;;;;;Marca02;;;Marca02;;;;;;Marca02;Seguro de vida;;;;;;;Marca02;;;;;;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
12687811013;44341.73011574074;Semana 22;Semana 68;Outro (especifique);Santa Catarina;Feminino;54 anos;Ensino superior (incompleto);Entre R$ 3.778,50 e R$ 7.053,00;;Seguro de vida;Seguro de automóvel;Seguro residencial;;;;Eu mesmo contratei este seguro;Eu mesmo contratei este seguro;Eu mesmo contratei este seguro;;;;Sim;;;;;;;;;10;10;8;1;3;2;4;5;10;10;10;8;10;8;10;10;10;6;10;10;10;10;;;Marca02;Marca03;Marca04;Marca05;;Marca07;;;;Marca03;Marca04;Marca05;;Marca07;;;;Marca03;Marca04;Marca05;;Marca07;;;;Marca03;Marca04;Marca05;;Marca07;Marca03;;;;;;Marca05;;;Marca05;;Seguro de automóvel;;;;;;;;;;;Marca07;10;10;9;5;4;6;8;9;9;8;9;6;5;5;5;8;9;8;5;5;9;8;8;7;10;9;10;9;10;9;10;10;10;10;9;10;9;10;10;10;10;9;9;8;8;9;10;10;10;9;9;9;9;8;10;10;8;9;10;9;8;9;8;9;10;10;9;9;9;9;9;8;8;9;10;10;10;;;;;;;;8;8;9;9;9;10;8;8;8;8;10;8;8;8;5;5;5
12687717183;44341.706354166665;Semana 22;Semana 68;Direito;Pará;Masculino;37 anos;Pós-graduação (completo);Entre R$ 7.053,00 e R$ 15.071,00;;;Seguro de automóvel;Seguro residencial;Seguro de saúde;;;;Eu mesmo contratei este seguro;Eu mesmo contratei este seguro;Recebi este seguro como benefício da empresa onde eu trabalho;;;Sim;;;;;;;;;10;8;0;5;2;3;4;1;10;8;9;10;10;8;10;10;10;7;10;10;10;10;;Marca01;Marca02;;Marca04;;;Marca07;;Marca01;;;Marca04;;;Marca07;;Marca01;;;Marca04;;;;;Marca01;;;Marca04;;;;Marca04;;Marca01;;;Marca04;;;;Marca01;;;;;Seguro de bens duráveis (ex: eletrônicos);;Marca01;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10.0;10.0;10.0;10.0;10.0;0.0;10.0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
12687690643;44341.69976851852;Semana 22;Semana 68;Indústria de Construção Civil;São Paulo;Masculino;39 anos;Ensino superior (completo);Entre R$ 3.778,50 e R$ 7.053,00;;;Seguro de automóvel;;Seguro de saúde;;;;Eu mesmo contratei este seguro;;Eu mesmo contratei este seguro;;;Sim;;;;;;;;;10;10;0;4;2;3;1;5;10;5;10;10;10;10;8;7;10;5;10;8;10;10;;Marca01;Marca02;Marca03;Marca04;;;Marca07;;;Marca02;Marca03;;;;Marca07;;;;Marca03;;;;;;;;Marca03;;;;;Marca03;;;;Marca03;;;;;Outro (especifique);;Seguro de automóvel;;;;;Marca01;;;;;;;8;8;8;10;8;8;10;10;10;0;5;0;0;0;0;5;7;7;5;0;10;10;8;5;0;5;5;8;9;10;10;10;10;10;10;9;7;9;7;7;8;7;9;7;7;8;8;5;5;8;5;10;10;9;5;7;5;9;8;7;7;10;8;8;8;8;8;7;7;5;5;10;8;9;8;5;7;;;;;;;;10;7;7;7;7;7;8;5;7;5;7;2;5;5;5;5;0
12687676101;44341.69626157408;Semana 22;Semana 68;Serviços de Transporte;São Paulo;Masculino;36 anos;Pós-graduação (completo);Entre R$ 7.053,00 e R$ 15.071,00;;;Seguro de automóvel;;;;;;Eu mesmo contratei este seguro;;;;;Sim;;;;;;;;;7;7;7;4;1;3;5;2;10;10;8;9;7;6;5;5;10;1;7;7;8;9;;;;Marca03;Marca04;Marca05;Marca06;Marca07;;;;;Marca04;;;;;;;;Marca04;;;;;;;;Marca04;;;;Marca04;;;;;Marca04;;;;Outro (especifique);;Seguro de automóvel;;;;;;;;;;;Marca07;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;;;;;;;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
12687651833;44341.69028935185;Semana 22;Semana 68;Bancos ou instituições financeiras;Distrito Federal;Masculino;40 anos;Ensino superior (completo);Entre R$ 3.778,50 e R$ 7.053,00;;Seguro de vida;;;Seguro de saúde;;;Eu mesmo contratei este seguro;;;Recebi este seguro como benefício da empresa onde eu trabalho;;;Sim;;;;;;;;;10;5;0;2;4;3;1;5;7;7;10;7;8;5;7;10;10;6;10;10;10;8;;;Marca02;Marca03;Marca04;;;;;;;;Marca04;;;;;;;;Marca04;;;;;;;;Marca04;;;;Marca04;Nenhuma das anteriores;;;;;;;;;;;;;;;;;;Marca04;;;;10;10;10;7;8;7;7;9;8;9;8;9;8;10;7;7;10;7;5;8;5;10;5;6;10;5;10;9;10;9;10;10;10;9;10;8;8;9;10;9;9;9;8;7;5;5;10;9;8;8;8;8;9;5;9;9;5;10;5;10;5;7;8;6;9;9;7;7;10;7;5;7;8;10;9;8;9;;;;;;;;8;5;10;10;9;10;5;8;7;5;10;5;2;5;5;5;5
12687651379;44341.69020833333;Semana 22;Semana 68;Bancos ou instituições financeiras;Minas Gerais;Feminino;29 anos;Pós-graduação (completo);Entre R$ 7.053,00 e R$ 15.071,00;;Seguro de vida;Seguro de automóvel;Seguro residencial;;;;Eu mesmo contratei este seguro;Eu mesmo contratei este seguro;Eu mesmo contratei este seguro;;;;Sim;;;;;;;;;6;7;5;1;4;3;2;5;6;5;6;5;3;5;3;2;4;0;7;7;4;7;;;Marca02;Marca03;Marca04;;Marca06;;;;;;;;Marca06;;;;;;;;Marca06;;;;;;;;Marca06;;Marca06;;;;;;;Marca06;;Marca04;;Seguro de automóvel;;;;;;Marca02;;;;;;9;6;7;5;8;4;6;8;6;6;5;5;3;1;2;3;4;5;5;4;5;5;3;3;4;7;6;6;5;6;5;7;5;4;7;6;7;5;6;7;5;4;2;5;3;5;6;3;4;2;5;4;2;5;4;4;3;4;3;6;4;7;6;7;5;5;4;5;8;5;4;5;5;3;6;5;5;;;;;;;;4;5;3;4;5;4;2;4;2;5;5;3;3;3;3;4;4
12687605921;44341.67932870371;Semana 22;Semana 68;Outro (especifique);Bahia;Feminino;31 anos;Pós-graduação (completo);Entre R$ 3.778,50 e R$ 7.053,00;;Seguro de vida;Seguro de automóvel;;Seguro de saúde;;;Eu mesmo contratei este seguro;Eu mesmo contratei este seguro;;Eu mesmo contratei este seguro;;;Sim;;;;;;;;;10;5;0;2;3;4;1;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;;Marca01;Marca02;Marca03;Marca04;Marca05;Marca06;Marca07;;Marca01;Marca02;Marca03;Marca04;;;;;;;Marca03;Marca04;;;;;;;Marca03;Marca04;;;;Marca04;;;;;Marca04;;;;Marca04;;;;Seguro de saúde;;;Marca01;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
